key,lang,text
032-10090528-11584479-speaker00,False,佢咧，就太闷啦，而且天气咧亦都系非常之闷热啦，咁所以咧，佢一路一路等嘅时候咧，竟然恰着咗啊虽然喺度恰着咗嘅时候咧，佢发嘅梦咧，就系即系佢就梦见佢就去接受呢个电视啦，而且答得好精彩啊咁样咁但系结果咧嗰个毕竟系一场梦嚟嘅当佢醒翻之后咧，佢发现咧嗰个考试市场嗰度咧已经冇晒人啦啊得翻一啲咧，系即系工作人员喺嗰度咁啊佢就好即刻吓咗一跳啦，咁啊跟住就话考试咁对方咧跟住咧就好鄙视咁样望咗佢一眼就冇乜点出声咁，佢就知道唉死啦，即系诶错过咗个考试啊咁咁呢啲咧，就你冇得话喂叫翻个皇帝出嚟测试啦，咁即系再考到我一次啦，咁样咁冇可能咁啊，咁佢就知道就系唔得啦，呢一次嘅考试咧错失咗啦，咁喺古代咧就唔系年年都有得 repeat p 嘅，咁系起码要隔几年而且唔一定，系有机会 repeat嘅咁样，咁啊今次今日大家嘅机会就俾以前好咗好多噶啦，咁样咁但系就系一个咁样嘅情况即系话啊，你人生啊由细到大都系望住呢个目标去嘅时候，跟住，你已经去到埋满哥一脚啦，咁结果咧，系因为自己一个咁低级嘅一个嘅错误咧，然后错失咗一个咁重要嘅机会咁赵恒德咧当时就非常非常之迷惘啦，失魂落魄咁样咧，就系开风府嗰度咧就游走啦，唔觉唔觉咧行咗入去街市嗰度咁就见到有一班人喺度围观咁样。
050-18097184-18212319-speaker00_vocals,False,世界上最古老的手抄经文，甚至还有大众经中都未曾收集到的佛典。
004-264224-310751-speaker01,False,🎼主持唐睿周子欣。
020-5779488-7350751-speaker00,False,🎼系啊头先讲到井顺正系写咗好多中国文化为主题嘅作品啦啊其中佢写过孔子嘅咁诶写翻孔子佢嘅生平啦，咁啊一啲嘅遭遇啦，咁除此之外咧，我哋好明显睇到咧井上正咧，佢对于咧文化交流呢一个主题咧系非常非常之感兴趣，而佢咧选择嘅文化交流嘅一个地域咧，就系中亚啦吓无论系中日嘅交流啦，或者系中国同西域嘅一啲嘅交流啦吓或者系一啲丝绸之路上边嘅一啲嘅唔同嘅国家啊或者民族嘅交流啦，咁佢都好感兴趣，咁我哋如果即系问啊点解佢无端端会产生呢种兴趣嘅咧，咁可能可以追溯到咧就系井上正喺大阪每日新闻社嗰度工作嘅一个经历啦，咁因为咧当时，佢去到报社嘅时候咧，佢即系出任记者啦，咁样，咁就系做美术专栏啦，咁而当时咧，佢作为呢个宗教记者啊，喺个专栏嗰度咧就解说咗好多咧关于特别系佛教嘅一啲嘅艺术啦经典啦，咁样，咁呢个咧亦都系造就咗，佢咧系喺呢个阶段咧积累咗大量嘅佛教嘅美学史嘅知识啦吓佛教经典嘅知识啦，特别系佛教传播啦，嘅知识咁样，咁牵涉到佛教嘅传播啦，呢啲美术史嘅交流啦，咁一定走唔甩嘅，就系丝绸之路上边嘅一啲嘅历史啦，咁而呢啲嘅资源咧，亦都就系成为咗井上正写敦煌啦诶写楼兰啦，好重要嘅一啲创作之前嘅一啲嘅 research 啦。
011-1143328-1310687-speaker01,False,写咗好多短篇长篇嘅小说，仲有散文同埋诗，例如长篇小说咧，有七十几部话短篇咧更加多啊有二百七十部咁多。
054-18471456-18573279-speaker00,False,🎼对于当今古代语言文字的研究有着开创新纪元的重大作用。
035-13501984-13635039-speaker01_vocals,False,咦原来报上边仲有啲字嘅，呢啲字咧，最初睇落似中文，不过冇一只字赵恒德系认得嘅。
043-17557536-17569759-speaker00,False,事实上。
064-19319328-19366367-speaker01,False,历史小说我自己觉得咧，非常之难写。
040-14346272-14526943-speaker01,False,不如，我哋再请教下唐锐讲完呢个故事一啲嘅前边嘅部分啦，后续嘅情况又系点嘅咧，同埋呢个故事本身系有啲乜嘢嘅创作嘅意义嘅咧。
014-1573456-4943327-speaker00,False,哦其实头先咧，你提到佢嘅作品都非常之丰富啦啊，我哋就咁听嘅时候咧都应该觉得哇呢啲作家咧应该都系学把级嘅作家嚟嘅即该由细到大都系一个风头等啦或者都系一个即系人生嘅胜利咗，但系其实咧如果我哋去追溯翻井上正嗰个人生其实佢又唔系一路都系咁成功噶啫井上正咧系喺北海道嘅郁村嗰度出世嘅，佢爸爸咧系一个军医咁所以就去咗郁村呢个地方嗰度工作啦，咁但系实际上佢屋企原籍系正冈园嗰边嘅，咁到佢大概五岁嘅时候，佢爸爸妈妈咧就送翻佢翻去家乡汤之岛嗰度咁由佢嘅曾祖父嘅一个嘅妾事啊咁去抚养嘅，咁离开咗爸爸妈妈好远啦，井上正嗰个学习啦或者系嗰个嘅生活啦，其实都系相对唔系好似，我哋依家嗰啲小朋友咁样有咁多人照顾啊或者系即系有咁好嘅一啲嘅资源，咁虽然佢小学嘅时候咧成绩系曾经系几好嘅，咁但系咧去到中学之后甚至系去到大学嘅时候咧其实佢嗰个嘅表现呢都系几强察人意嘅，喺佢嘅一啲嘅自传入边佢成日都有讲到佢系嘅一种自卑感而呢个嘅自卑感啦同埋佢同父母亲相隔好遥远特别系对母亲嘅怀念啦，咁呢种嘅情怀咧就构成咗佢嗰个文学作品嘅一个好重要嘅元素入边，咁佢嘅自卑感即系头先讲到就系话除咗系即系坐中高中考试系经过好多嘅周折好多嘅失败啦，咁就算到咗大学嘅时候咧其实都系挫折重重嘅，佢即系去到大学毕业嘅时候咧，佢已经二十八岁系当时已经系结埋分咁系一个好似好晚熟嘅一个嘅作家咁样咁不过咧就系当佢其实喺中学生活嘅时候啦吓有啲流利朗荡嘅，咁啊又食下烟啊吓打下牌啊咁样，咁但系咧又同时间就认识咗一啲外号文学嘅朋友仔啦，咁啊开始有一啲嘅创作同埋有啲嘅文学嘅阅读啦，咁但系如果话真系对佢即系个创作路上关键嘅影响咧就系佢首先系喺一个三二年嘅时候咧佢由九州大学嗰度就退咗学咁跟住咧就走咗佢咧经到大学文学系嘅哲学专科嗰度咧去攻读美学喺佢读紧书嘅时候咧，咁咧因为系穷啊咁样冇乜钱，咁所以，佢就参加咗咧新地每日一个嘅刊物啦，设置嘅一个小说嘅征稿啊，后尾咧，佢就好幸运啦，就得到一啲嘅奖金啦，于是乎亦都系因为有啲咁样嘅经历嘅时候咧，喺去毕业之后咧，佢就去咗呢个嘅每日新闻嘅大版本社嗰度去任迹啦，咁点解会唔无端端写敦煌啊，呢啲嘅故事咧，其实井上正呢，佢都创作咗好多小说啦，咁除咗系一啲以日本历史为主题嘅作品啦，或者日本一啲嘅故事啦，咁样，佢其实咧俾中国读者所认识啦所记住嘅特别多嘅作品咧主要都系咧系以中国啦，或者系中啊特别系西域啦，又或者系中日交流啦作为主题嘅一啲嘅作品咧，系俾人哋记住嘅，。
066-19575328-19737328-speaker01_vocals,False,小说最后系驾驭咗啲史料定系咧俾屎鸟扰乱佢嘅节奏咧，一切都要睇作家嘅创作理念同埋表达方式。
016-5067296-5162463-speaker01_vocals,False,我哋会话敦煌咧，呢一个作品系一部以中国为题材嘅历史小说。
072-21798944-21832159-speaker01,False,香港电台文教组制作。
015-4946464-5061087-speaker01,False,哇唐玉你嘅说明咧非常之详尽啊，令我哋好好咁样了解到呢位作家嘅创作因缘。
071-21777952-21790687-speaker01,False,体拳な。
019-5410848-5777887-speaker01,False,创作呢啲小说之前咧井上正仲会收集好多唔同嘅资料，佢亦多次亲身去过中国考察，寻找佢创作嘅素材，所以有啲人会叫佢做现代日本文坛嘅苦行僧又或者系现代日本嘅遣唐事，而睇嚟呢位作家对于中国文化嘅兴趣咧，真系非常浓厚。
068-21482800-21581791-speaker01,False,今日我哋读书咧真系读到好远啊，一读咧读咗去西域，唔知大家会，唔会乐意忘返咧。
045-17674272-17828831-speaker00,False,🎼这种巨大的价值，就连将经卷运走后向学术界造了介绍的斯泰恩和贝利奥在当时都并不了解。
029-9434656-9526239-speaker01,False,咁，呢个故事嘅主人公又有冇我哋听众朋友咁样，系都系爱书之人咧。
037-13704224-13722079-speaker01,False,何况咧，佢嗰日。
000-122912-133599-speaker00,False,🎼こ度。
061-19013664-19097567-speaker00,False,🎼要想判明他们对这些领域的改变起到的重大作用。
031-10069536-10085343-speaker00,False,考嘅时候咧。
063-19197472-19315679-speaker01,False,所以咧正如今日，我哋一开始就讲到啦，井上证对于历史文化呢个题材咧，真系充满热诚嘅。
051-18220576-18340831-speaker00,False,🎼出土的藏经中还有禅定转灯史的贵重资料各种极具价值的地方志。
007-364576-487472-speaker01,False,🎼开卷落有我周子欣同埋唐睿陪大家睇日本小说嘅唐睿啊今日咧带我哋睇边一部作品咧。😊
049-18030624-18087391-speaker00,False,🎼藏文西夏文等文字写成的佛经。
002-196640-224223-speaker01,False,🎼港电台文教组制作。
026-8690208-9236447-speaker00,False,呢个舞台亦都系真系好适合广敦王呢个故事，因为正正就系当时东西文化交流啦吓有唔同嘅外族嘅崛器啦，包括咗辽啦吓西夏啦金啦，咁样，同时间咧宋代亦都系一个即系非常之重视考试啦，非常之尊重文人嘅一个朝代嚟嘅，咁，所以，我哋可以想象咧，就系读书咧，系喺呢个时代咧，系非常非常之重要，而且就系当你考得到市嘅时候咧，咁咧，你嘅人生咧，就真系可以非常非常之辉煌嘅。
023-7789088-7939551-speaker01,False,🎼晚开卷乐要讲嘅作品咧，系日本作家井尚正所写嘅长篇小说敦煌系一部以中国为题材嘅历史小说嚟嘅。
013-1399328-1573456-speaker01,False,我哋今日要介绍嘅小说叫做敦煌，大家可能同我一样咁好奇啊，唐瑶啊点解咧，佢明明系日本作家，但系又要写敦煌嘅咧。
022-7398432-7450591-speaker01_vocals,False,主持唐睿周子欣。
062-19102752-19160031-speaker00,False,🎼还需要后人付出更多的时间。
065-19370528-19571679-speaker01_vocals,False,因为作家去写小说嘅关系嘅时候咧，往往要喺历史同埋想象之间来回咁样思考，毕竟历史小说咧会令我哋联想到真实啊史实啊咁样。
036-13644832-13700063-speaker01,False,一般人遇到咁嘅情况可能会抌咗快布就算啦。
009-679968-1083871-speaker01,False,咦井上正咧都系日本嘅殿堂级作家嚟嘅咯，佢喺一九零七年出世一九九一年咧过身呢位日本作家咧已经得到过日本文坛好多唔同嘅奖项噶啦，甚至有啲人认为咧，佢系会，系其中一位有机会得到诺贝尔奖嘅人，虽然佢最后咧冇得奖，不过佢嘅作品早已经受到国际嘅肯定噶啦。
005-314400-320991-speaker01,False,うん。
039-14093856-14341599-speaker01,False,咁，佢就稳咗一啲专门喺西域做生意嘅商队请呢啲商队带佢去西域嗰度稳呢啲文字嘅意思啦，呢个故事咧，后来发生咗好多唔同嘅情节，咁啊留待听众朋友睇小说嘅时候慢慢发掘啦。
008-487472-674271-speaker00,False,🎼一咧想同大家分享嘅，呢个作品啦，其实我都亦都喺其他嘅一啲机会都尽量都同一啲特别系中学生啦大学生去分享啊，呢本书就系井顺正嘅敦煌。
018-5292064-5407199-speaker01,False,楼兰杨贵妃传等等对中国历史嘅地景同人物咧似乎系充满热情嘅。
057-18709536-18801631-speaker00,False,🎼也很大程度上改变了以往的东洋史学和中国史学研究。
010-1090592-1139679-speaker01,False,井上正系一个出名多产嘅作家。
025-8156704-8684511-speaker00,False,敦煌呢个故事咧嘅时代舞台就设定咗，系咧宋代宋仁宗天圣四年啦，换算翻译咧，就系西元嘅一零二六年啦，咁当时咧宋代咧，系遭受到咧呢个好深重嘅外患嘅影响啊，即系周边嘅各个民族啦，咁咧，就一路都崛起啦，咁样，当时对于朝廷一个好重要嘅议题啦，就系啊，我哋应该点样去同呢啲外族去相处讲得现实啲咧，就系我哋应该点样去诶克醒佢哋啦。
060-18908192-19003871-speaker00,False,🎼对世界文化史上的所有领域而言，也都是灿烂辉煌的瑰宝。
048-17912352-18026975-speaker00,False,🎼包括公元三四世纪时的贝叶梵文法典用古特厥文特厥文。
012-1314336-1392607-speaker01,False,亦都唔少，有四百几首呢啲数字听起嚟咧非常惊人。😊
047-17874976-17904607-speaker00,False,全部共有四万卷。
084-20252704-20265951-speaker01,False,🎼太拳啦。
002-232480-258527-speaker01,False,🎼开拳南开拳南。
049-10870304-10897887-speaker01,False,一九七三年五月。
012-2619424-3357663-speaker00,False,我见到咧里面再版嘅时候咧，有一位香港都系好出名嘅艺术家同埋摄影师黄楚桥佢喺呢本书嘅待序里面咧，就话啦，佢觉得咧女星与善命系嚟自七十年代呢一个时代嘅，佢话七十年代咧，系一个好好嘅时代系一个文艺生活咧，非常充实精彩嘅年代诶嘉琪可唔可以请你同听众朋友介绍下，因为呢个真系年代久远嘅事，但系听落嚟又好吸引，我哋而家两个字总结就系啲文青嘅生活啦吓，非常有趣嘅咩叫做好嘅年代，你觉得诶其实黄楚桥佢所讲嘅好嘅年代嘅文艺生活会系点诶同埋你点解有呢个兴趣去研究呢个时代嘅咧。
044-10559008-10585567-speaker01,False,🎼证明还在哪里？
061-13075488-13118431-speaker00,False,我哋不如讲下垂直嗰两首先啦。
024-6612512-6736351-speaker00,False,佳琪你觉得点解私人会注意到或者系佢系点样思考喺长洲一个晚上点样思考呢两种声音嘅咧。😊
026-6917664-7547216-speaker01,False,咁，所以个成个访谈嘅一开始咧，咁黄亮和教授都问咗有师点样写呢一首诗出嚟啦，咁其中佢就提到咧有师话即想当年咧当诶即系香港土地问题冇咁严重嘅时候啦，佢话租金比较平，咁所以咧，就同朋友喺长洲租咗间小屋呢个咧，我猜测其实，就系佢喺即系七十年代写咗好多去行山有关嘅散文咧，应该都系同佢喺嗰度有个落脚点有啲关系啦，就喺长洲租嗰间小屋咧公寓咧可以去偷闲一阵间咁样咁啊就话有一日朝早咧诶喺长洲呢间小屋里边啊听到落雨嘅声有蝉鸣同埋有闲雷嘅声，咁所以产生种种嘅感触之后咧，就将个感觉写成咗呢一首诗。😊
032-9783328-9805279-speaker01,False,一个女子走过。
073-16546336-16897104-speaker01,False,喺寿司里边咧有好多我觉得好好中意嘅句子啊嗯，其一咧，就系首司诶开头嘅部分推荐俾大家拜年咁样用见到朋友成先讲乜嘢咧，朋友说，我看起来很好在风里红着鼻子并不比记忆中更难看嗯，唔系但系靓仔系赞同上次比亦都冇更加难睇哦，咁都系一个唔错嘅赞美啊，即系未变。
029-9576992-9608159-speaker01,False,咁样，即以再重复咗一次。
048-10793504-10852319-speaker01,False,🎼因为雨滴溅到身上而发现了那温暖。
068-15644192-15680991-speaker01,False,广东话先有嘅节奏感，呢个我觉得好特别。
082-19424800-19826143-speaker00,False,🎼其实黄楚桥咧，都系一位诶香港嘅诗人嚟嘅，佢当年咧都同雅诗仲有另外嘅八位诗人啊一齐出咗一本嘅诗集个名咧叫做十人诗选噶，如果大家有兴趣睇到黄楚桥嘅诗作咧，就可以去呢一本书嚟睇啦，里面咧总共有十位都系一九七零至八零年代嘅作家写嘅新诗嚟嘅。
011-815648-2615775-speaker00,False,咁啊黄嘉琪老师咧，系香港中文大学哲学博士现职香港树人大学中国语言文学系副教授，而且系香港树人大学嘅协理学术副校长佢亦都系香港艺术发展奖青年文学奖嘅得主嚟噶，咁啊嘉琪老师嘅研究兴趣咧，同我哋听众嘅佢离其实都非常接近啊，佢系研究香港文学嘅，佢嘅专场咧特别喺一九七零至到一九八零年代嘅香港文学包括新思翻译啦，香港新师概念文艺刊物同埋拉丁美洲文学嘅推介嘉琪佢出咗唔少嘅专书著作啊包括雅思的香港故事文学史论述研究同埋数业四十年回顾及研究仲有我知道咧佳琪都参与咗好多关于西西研究嘅工作嘅，咁啊过往曾经同好多学者一齐学编研究嘅资料啦，叫做西西研究资料，咁我知道而家可能有啲书都仲系喺度编紧啊非常期待啊，我哋都系满心欢喜咁头先啱，啱介绍过呢各位听众朋友就知道啦佳琪老师咧，佢系研究雅思嘅作品嘅专家啦，所以有一个问题咧，就首先想请教下嘉琪老师啊，咁啊我知道我哋呢今日要介绍呢一本书呢叫做雷声与蝉明系一本呢一九七八年呢首次出版嘅书作者系香港著名作家同埋学者梁炳君，咁呢本书因为好受欢迎啊出版咗之后呢，就有不同嘅再版，我哋而家咧比较容易稳到嘅，系二零二四年嘅一个版本啦，呢一本书系香港新师嘅专辑嚟嘅，。
072-16320544-16542175-speaker00,False,仲有一手咧好似就近啲啦买完花咁样，咁咧，就系仲有几里路到新年呢一个作品听落去咧，就好似即系更加似，系新年前嗰一刻啦，呢首作品又系讲啲咩嘅咧？
065-14739216-14994911-speaker00,False,系啊几咁狼狈咧，我哋我而家先发觉系一个傻士，我都要谂谂下次行花市要行边一个花市啊等自己嘅傻态唔好太多人注目，咁另外一首咧都系叫做垂夕噶，系咪都系写诶过农历年之前嘅事噶。😊
041-10425888-10458591-speaker01,False,生长有生长的之芽。
007-460320-571359-speaker00,False,🎼嗱今晚我哋咧，就预备好一本好经典嘅香港新诗诗集陪大家过年嘅。
035-9888800-9920479-speaker01,False,成为更响亮的声音。
042-10473504-10500575-speaker01,False,接受不断的图满。
083-19929120-20222943-speaker00,False,🎼咁，但系当然啦，诶有佳琪老师喺度，我哋梗系想知多啲吓趁机去同佢一齐诶欣赏更多呢个作品优美嘅地方，所以咧，我哋约定大家啦，下个礼拜六嘅开卷落，我哋再同佳琪老师一齐咧睇梁炳君嘅雷声与蝉明，下个礼拜见。😊
070-15729696-15868895-speaker01,False,井外面就尽视烟了，有好多单音节词喺度，咁呢样都系诗人可能发挥咗粤语嘅一个单音节特性啦造成一好特别嘅节奏感。
039-10338336-10357215-speaker01,False,🎼在迷梦中。
071-15871008-16316895-speaker00,False,嗯，咁啊，呢一首都系讲除夕其实我之前咧都唔系，好明白点解会写咁多除夕啊新年啊即系我最初就谂一个气氛，但系经过嘉琪专业嘅解释咧，我哋就即刻明晒其实，系专栏嚟嘅原本咁，呢个我都即刻谂到，系平时我写嗰啲小文字咧，即系如果系一啲专栏嘅话咧可能，系会跟住啲四时景物变化，咁所以，我哋睇到雅思嘅诶作品咧可能都会有呢一个嘅质感喺里面吓，咁。😊
060-12956192-13068767-speaker00,False,另外两首咧同名嘅两首都系叫做垂直，咁不如我哋先同听众朋友介绍下，呢三首作。
001-196640-224223-speaker01,False,🎼港电台文教组制作。
